Branch_ID,Branch_Name,Relationship_Manager_ID,Relationship_Manager_Name,Month,Total_Deposits,Loan_Approvals,Revenue_Growth,Customer_Satisfaction_Score
22,Ikota_Branch,116,David Brown,12/06/2023,848872.97,133,18.91,6.5
33,Ikoyi_Branch,9,Emily Davis,13/06/2023,523649.99,140,17.88,9.7
5,Ikota_Branch,108,Michael Johnson,14/06/2023,619359.11,50,10.43,6.2
3,Obalende_Branch,144,John Smith,15/06/2023,840287.77,70,2.28,9.5
46,Ojodu_Branch,110,Emily Davis,16/06/2023,607641.08,88,16.66,9.8
30,Ikeja_Branch,127,David Brown,17/06/2023,186859.61,102,13.8,8.7
44,Computer_Village_Branch,17,Emily Davis,18/06/2023,131147.31,78,1.58,6.1
48,Badore_Branch,73,Emily Davis,19/06/2023,597457.28,191,14.34,9.5
36,Badore_Branch,11,Michael Johnson,20/06/2023,248121.81,187,18.91,5.6
40,Ikeja_Branch,92,Emily Davis,21/06/2023,305272.13,133,15.69,6.4
40,Yaba_Branch,76,Emily Davis,22/06/2023,920144.69,199,9.46,5.8
3,Ikoyi_Branch,23,John Smith,23/06/2023,946004.27,83,-0.31,9.1
31,Agege_Branch,98,John Smith,24/06/2023,219265.11,178,17.81,8.6
27,Ikeja_Branch,15,John Smith,25/06/2023,985535.83,158,0.19,9.0
23,Surulere_Branch,83,John Smith,26/06/2023,613114.73,124,1.58,7.4
36,Ojodu_Branch,94,Michael Johnson,27/06/2023,462827.13,151,-1.07,5.6
2,Ikota_Branch,145,Michael Johnson,28/06/2023,802156.15,130,9.33,9.1
42,Agege_Branch,134,David Brown,29/06/2023,683828.56,175,0.3,9.3
11,Allen_Branch,66,Sarah Lee,30/06/2023,320389.88,131,12.29,7.3
32,Ikota_Branch,135,Sarah Lee,01/07/2023,920164.32,51,12.07,10.0
20,Marina_Branch,138,Sarah Lee,02/07/2023,557435.25,73,9.7,5.4
31,Yaba_Branch,102,Michael Johnson,03/07/2023,545012.25,148,17.45,8.6
44,Badore_Branch,105,Sarah Lee,04/07/2023,569249.29,68,-0.67,5.3
45,Ikeja_Branch,45,Michael Johnson,05/07/2023,508671.14,76,13.51,9.8
20,Oba_AkranBranch,71,Sarah Lee,06/07/2023,519741.13,145,-1.91,5.4
1,Yaba_Branch,81,Emily Davis,07/07/2023,883260.71,189,8.84,6.2
2,Badagry_Branch,60,John Smith,08/07/2023,949314.64,180,9.65,6.8
47,Ajah_Branch,119,David Brown,09/07/2023,499821.05,124,13.92,8.2
8,Computer_Village_Branch,104,Sarah Lee,10/07/2023,755755.8,158,5.83,5.7
36,Ajah_Branch,18,Sarah Lee,11/07/2023,828285.17,96,17.93,6.0
19,Freedom_park_Branch,35,John Smith,12/07/2023,247710.24,167,7.88,9.5
32,Ogba_Branch,11,Michael Johnson,13/07/2023,702225.79,105,5.2,8.3
34,Badore_Branch,111,John Smith,14/07/2023,612156.74,130,12.64,10.0
24,Ikoyi_Branch,100,Sarah Lee,15/07/2023,365994.08,166,2.57,9.2
10,Marina_Branch,87,John Smith,16/07/2023,494389.55,62,15.68,8.7
13,Lekki_Branch,65,David Brown,17/07/2023,672077.59,99,14.73,5.8
3,Victoria_Island_Branch,119,Emily Davis,18/07/2023,183081.17,119,5.29,6.0
34,Freedom_park_Branch,47,David Brown,19/07/2023,472838.12,62,9.85,8.0
17,Marina_Branch,77,David Brown,20/07/2023,647511.1,196,6.72,10.0
31,Ikeja_Branch,111,John Smith,21/07/2023,429433.53,75,-1.39,9.1
5,Badagry_Branch,144,Emily Davis,22/07/2023,436508.78,113,10.8,8.5
26,Ikeja_Branch,8,Michael Johnson,23/07/2023,704053.45,84,10.39,5.8
22,Ikeja_Branch,73,Sarah Lee,24/07/2023,593950.45,66,6.66,6.8
3,Marina_Branch,113,David Brown,25/07/2023,536066.64,156,-3.8,5.4
23,Surulere_Branch,116,David Brown,26/07/2023,802769.65,101,5.47,6.7
23,Lekki_Branch,114,Michael Johnson,27/07/2023,441803.55,112,8.47,7.1
45,Badore_Branch,94,Michael Johnson,28/07/2023,851164.69,55,14.15,7.7
37,Yaba_Branch,38,John Smith,29/07/2023,458474.23,128,18.5,9.3
13,Ogba_Branch,100,David Brown,30/07/2023,233011.29,188,-4.35,7.5
1,Ikoyi_Branch,82,Emily Davis,31/07/2023,242774.44,159,9.62,5.9
12,Obalende_Branch,45,Sarah Lee,01/08/2023,599033.47,101,1.75,6.3
20,Ikoyi_Branch,21,Sarah Lee,02/08/2023,758393.11,81,-1.72,6.6
47,Badore_Branch,124,Michael Johnson,03/08/2023,227911.79,136,13.07,8.0
25,Victoria_Island_Branch,46,David Brown,04/08/2023,807330.96,75,-1.09,8.2
49,Freedom_park_Branch,89,John Smith,05/08/2023,474626.59,50,4.05,6.1
2,Victoria_Island_Branch,29,Michael Johnson,06/08/2023,734929.68,119,9.71,6.4
11,Computer_Village_Branch,27,Michael Johnson,07/08/2023,357840.58,70,16.55,9.2
14,Ogba_Branch,110,Emily Davis,08/08/2023,975198.07,78,8.13,9.1
48,Ajah_Branch,46,John Smith,09/08/2023,495345.32,184,4.27,5.8
38,Ogba_Branch,103,Sarah Lee,10/08/2023,902714.79,65,3.59,9.6
26,Computer_Village_Branch,101,Michael Johnson,11/08/2023,186721.05,143,12.53,5.2
17,Badore_Branch,2,John Smith,12/08/2023,354755.03,147,12.38,5.3
19,Ojodu_Branch,123,John Smith,13/08/2023,603653.58,99,3.64,9.6
16,Yaba_Branch,49,David Brown,14/08/2023,428195.15,159,19.19,5.5
29,Marina_Branch,13,John Smith,15/08/2023,208089.11,58,16.33,5.3
24,Oba_AkranBranch,100,Michael Johnson,16/08/2023,285179.37,137,7.2,9.6
40,Ikeja_Branch,114,David Brown,17/08/2023,551228.66,116,-2.31,6.4
42,Obalende_Branch,109,Michael Johnson,18/08/2023,659187.54,146,5.93,9.7
12,Computer_Village_Branch,95,John Smith,19/08/2023,632908.48,189,-0.64,9.1
24,Yaba_Branch,83,John Smith,20/08/2023,667491.75,175,15.44,6.2
36,Agege_Branch,24,Emily Davis,21/08/2023,941719.53,192,11.51,9.3
41,Yaba_Branch,39,David Brown,22/08/2023,394723.97,57,0.24,6.6
20,Ajah_Branch,41,Sarah Lee,23/08/2023,571293.68,103,-0.92,6.4
19,Yaba_Branch,54,Emily Davis,24/08/2023,512849.68,71,8.16,10.0
33,Lekki_Branch,79,Emily Davis,25/08/2023,932545.87,136,5.15,7.5
20,Lekki_Branch,68,Emily Davis,26/08/2023,879485.12,121,4.24,8.9
14,Allen_Branch,6,Sarah Lee,27/08/2023,439307.39,171,4.52,7.1
49,Allen_Branch,102,Emily Davis,28/08/2023,204689.04,158,3.14,9.2
11,Victoria_Island_Branch,37,Sarah Lee,29/08/2023,576948.67,51,7.29,9.8
2,Lekki_Branch,85,Sarah Lee,30/08/2023,778356.38,130,8.97,5.7
32,Ikeja_Branch,36,Sarah Lee,31/08/2023,822055.48,186,12.79,7.2
9,Agege_Branch,15,Emily Davis,01/09/2023,809630.24,172,7.09,5.6
11,Agege_Branch,124,John Smith,02/09/2023,330471.36,75,12.38,8.4
2,Ojodu_Branch,52,John Smith,03/09/2023,591545.98,153,0.7,8.3
5,Badagry_Branch,145,Emily Davis,04/09/2023,552893.67,66,3.32,9.1
40,Freedom_park_Branch,148,Sarah Lee,05/09/2023,360221.24,189,13.03,8.3
27,Ojodu_Branch,114,David Brown,06/09/2023,545730.22,155,17.74,8.8
28,Yaba_Branch,46,John Smith,07/09/2023,643938.9,103,11.26,7.3
48,Computer_Village_Branch,70,Emily Davis,08/09/2023,919202.27,119,1.07,7.2
46,Allen_Branch,145,Michael Johnson,09/09/2023,481597.84,129,-4.92,6.0
49,Ikota_Branch,110,Michael Johnson,10/09/2023,386424.7,75,16.25,5.7
43,Badore_Branch,89,Emily Davis,11/09/2023,779969.76,85,-1.93,9.0
2,Ajah_Branch,105,David Brown,12/09/2023,397525.93,73,13.12,9.3
22,Badore_Branch,79,Emily Davis,13/09/2023,452179.94,98,9.21,8.7
8,Ikeja_Branch,100,Michael Johnson,14/09/2023,386337.38,197,8.09,6.8
46,Ajah_Branch,110,Michael Johnson,15/09/2023,113703.36,115,11.6,9.1
12,Ogba_Branch,148,Emily Davis,16/09/2023,613972.41,55,7.72,5.5
10,Ojodu_Branch,81,John Smith,17/09/2023,659223.14,148,10.28,7.1
14,Badore_Branch,84,John Smith,18/09/2023,425692.84,131,-0.34,6.9
22,Yaba_Branch,102,Michael Johnson,19/09/2023,991628.53,54,2.62,8.3
41,Marina_Branch,103,Sarah Lee,20/09/2023,556807.12,169,3.54,6.7
2,Badore_Branch,11,Sarah Lee,21/09/2023,159750.23,85,-0.48,5.2
49,Ikota_Branch,41,Emily Davis,22/09/2023,827775.67,142,19.64,8.5
7,Ojodu_Branch,29,Emily Davis,23/09/2023,114727.54,170,4.61,5.8
4,Lekki_Branch,118,John Smith,24/09/2023,983439.71,173,7.05,5.6
5,Allen_Branch,29,David Brown,25/09/2023,484153.98,114,-4.75,8.0
34,Oba_AkranBranch,132,John Smith,26/09/2023,585850.9,171,-4.27,5.5
49,Computer_Village_Branch,1,Sarah Lee,27/09/2023,385483.77,129,6.46,7.9
16,Ikota_Branch,69,Michael Johnson,28/09/2023,195778.69,124,-3.21,7.3
46,Ikeja_Branch,96,David Brown,29/09/2023,657010.77,78,1.96,9.2
49,Allen_Branch,111,John Smith,30/09/2023,271077.49,100,15.05,7.7
26,Badagry_Branch,113,Sarah Lee,01/10/2023,349585.33,153,12.33,7.0
8,Marina_Branch,48,Emily Davis,02/10/2023,717275.05,114,16.3,7.2
25,Agege_Branch,11,Emily Davis,03/10/2023,200707.17,110,9.45,7.2
39,Victoria_Island_Branch,12,Sarah Lee,04/10/2023,175546.23,85,6.28,6.1
43,Victoria_Island_Branch,97,Michael Johnson,05/10/2023,147544.4,104,-0.68,7.3
46,Surulere_Branch,57,Emily Davis,06/10/2023,200589.34,134,8.74,5.3
14,Ikota_Branch,120,Michael Johnson,07/10/2023,801451.06,148,11.9,7.6
11,Ogba_Branch,51,Emily Davis,08/10/2023,984686.64,93,-1.31,9.0
21,Ikeja_Branch,67,Sarah Lee,09/10/2023,595221.77,86,10.2,6.0
25,Computer_Village_Branch,46,John Smith,10/10/2023,724480.31,146,19.77,9.5
28,Obalende_Branch,92,David Brown,11/10/2023,338310.22,116,20.0,6.7
2,Oba_AkranBranch,83,Sarah Lee,12/10/2023,334682.95,88,-3.65,7.1
24,Ikoyi_Branch,58,David Brown,13/10/2023,647619.05,91,3.72,8.9
46,Badore_Branch,51,Michael Johnson,14/10/2023,850977.34,82,-0.16,9.0
13,Ikeja_Branch,46,David Brown,15/10/2023,361751.03,149,7.8,7.9
24,Ojodu_Branch,138,David Brown,16/10/2023,461904.24,53,13.88,9.2
43,Ikota_Branch,9,Sarah Lee,17/10/2023,421548.93,71,0.05,7.3
6,Lekki_Branch,127,John Smith,18/10/2023,888497.64,90,5.23,6.7
37,Ikota_Branch,107,David Brown,19/10/2023,680334.5,147,15.57,9.6
35,Ogba_Branch,45,John Smith,20/10/2023,320947.07,82,16.35,7.8
21,Surulere_Branch,97,Michael Johnson,21/10/2023,345781.24,164,-4.47,8.5
40,Ikeja_Branch,143,John Smith,22/10/2023,802508.41,134,-2.69,8.3
43,Agege_Branch,82,Michael Johnson,23/10/2023,603335.85,120,4.19,6.6
22,Badore_Branch,32,Michael Johnson,24/10/2023,226390.02,121,3.4,8.2
4,Badagry_Branch,86,David Brown,25/10/2023,322194.76,81,5.86,9.5
8,Computer_Village_Branch,119,Michael Johnson,26/10/2023,580296.24,160,9.4,6.1
39,Lekki_Branch,10,Sarah Lee,27/10/2023,949486.94,134,8.35,7.1
21,Allen_Branch,38,Emily Davis,28/10/2023,452477.85,102,13.04,9.3
34,Ilupeju_Branch,143,Emily Davis,29/10/2023,190143.0,92,14.16,7.2
19,Victoria_Island_Branch,147,Michael Johnson,30/10/2023,966570.26,135,4.44,9.3
32,Lekki_Branch,111,John Smith,31/10/2023,848148.41,175,-4.51,7.3
15,Marina_Branch,92,John Smith,01/11/2023,445521.35,85,11.5,8.6
10,Freedom_park_Branch,89,John Smith,02/11/2023,787990.33,184,2.04,7.1
15,Ogba_Branch,136,Sarah Lee,03/11/2023,953750.89,102,5.61,9.4
29,Ikoyi_Branch,70,John Smith,04/11/2023,778251.97,53,14.99,6.2
19,Freedom_park_Branch,16,John Smith,05/11/2023,341966.01,164,-0.65,8.4
39,Allen_Branch,124,John Smith,06/11/2023,516978.67,133,17.07,9.3
40,Agege_Branch,63,David Brown,07/11/2023,960159.72,153,1.33,6.3
23,Ojodu_Branch,56,Sarah Lee,08/11/2023,205839.89,79,11.8,7.4
1,Oba_AkranBranch,115,Emily Davis,09/11/2023,537941.25,151,1.57,5.6
31,Agege_Branch,108,Emily Davis,10/11/2023,959439.38,123,1.03,6.4
2,Marina_Branch,72,John Smith,11/11/2023,668924.85,86,8.16,5.0
31,Badagry_Branch,121,Sarah Lee,12/11/2023,919503.23,181,2.28,8.9
30,Oba_AkranBranch,3,Sarah Lee,13/11/2023,245566.53,181,8.39,9.7
21,Yaba_Branch,49,David Brown,14/11/2023,174629.59,161,8.89,8.0
36,Allen_Branch,33,Emily Davis,15/11/2023,423862.51,111,10.01,7.3
46,Agege_Branch,71,David Brown,16/11/2023,819753.34,116,1.83,8.3
25,Ogba_Branch,40,Emily Davis,17/11/2023,640288.24,157,9.01,9.6
29,Agege_Branch,71,Michael Johnson,18/11/2023,839763.79,85,1.51,9.0
5,Ogba_Branch,25,John Smith,19/11/2023,220234.57,97,15.57,9.6
30,Ojodu_Branch,41,Michael Johnson,20/11/2023,825549.87,57,14.77,10.0
18,Ikoyi_Branch,94,Michael Johnson,21/11/2023,572148.69,151,11.32,5.1
33,Oba_AkranBranch,22,Emily Davis,22/11/2023,223986.28,77,7.94,5.3
